,County_slash_Sub_County,lighting_Conventional_Households,lighting_Mains_Electricity,lighting_Paraffin_Pressure_lamp,lighting_Paraffin_Lantern,lighting_Paraffin_Tin_Lamp,lighting_Gas_Lamp,lighting_Wood,lighting_Solar_and_Solar_Torch_and_Battery_Torch,lighting_Solar,lighting_Torch_slash_Spotlight_Solar_Charged,lighting_Torch_slash_Spotlight_Dry_cells,lighting_Candle,lighting_Battery_Car_Slash_Charged,lighting_Generator_Diesel_slash_Petrol),lighting_Biogas,lighting_Not_Stated,drinking_water_Conventional_Households,drinking_water_Pond,drinking_water_Dam_slash_Lake,drinking_water_Stream_slash_River,drinking_water_Protected_Spring,drinking_water_Unprotected_Spring,drinking_water_Protected_Well,unprotected_well_borehole_piped_dwelling,drinking_water_Unprotected_Well,drinking_water_Borehole_slash_Tube_well,drinking_water_Piped_into_dwelling,drinking_water_Piped_to_yard_slash_plot,drinking_water_Bottled_water,drinking_water_Rain_slash_Harvested_water,drinking_water_Water_Vendor,drinking_water_Public_tap_slash_Standpipe,drinking_water_Not_Stated,internet_population_above3_Total_Male_Female,internet_population_above3_Total,internet_population_above3_Male,internet_population_above3_Female,Use_of_Internet_Total,Use_of_Internet_pct,Use_of_Internet_Male_pct,Use_of_Internet_Male,Use_of_Internet_pct.1,Use_of_Internet_Female,Use_of_Internet_pct.2,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Total,pct_male_pct_female_pct,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Total_pct,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Male,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Male_pct,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Female,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Female_pct,mo_phone_population_above_3_Total_Male_Female,mo_phone_population_above_3_Total,mo_phone_population_above_3_Male,mo_phone_population_above_3_Female,mobile_phone_Total,mobile_phone_Total_pct,mobile_phone_Male_and_pct,mobile_phone_Male,mobile_phone_Male_pct,mobile_phone_Female,mobile_phone_Female_pct
752,LAIKIPIA NORTH,"7,694",5.3,0.1,3.3,7.8,0.2,30.1,21.5 19.3 9.8,21.5,19.3,9.8,0.3,0.4,1.8,0,0,"7,694",1,18.3,23.5,1.4,7.2,3.7,16.5 19.8 0.4,16.5,19.8,0.4,1.9,0.1,1.2,0.8,4.2,0,"32,310 16,107 16,202","32,310","16,107","16,202","2,507",7.8,"1,671 10.4","1,671",10.4,836,5.2,832,2.6 576 3.6 256,2.6,576,3.6,256,1.6,"32,310 16,107 16,202","32,310","16,107","16,202","9,188",28.4,"4,899 30.4","4,899",30.4,"4,289",26.5
753,LAIKIPIA WEST,"32,821",18.8,0.3,9.8,13.8,0.1,7.4,36.1 7.4 3.7,36.1,7.4,3.7,1.1,1.2,0.3,-,0,"32,821",2.1,15.4,25.1,1.8,2.2,5.7,3.1 13.6 2.8,3.1,13.6,2.8,11.1,0.3,7.2,4.4,5.3,0,"117,836 59,138 58,695","117,836","59,138","58,695","15,147",12.9,"9,199 15.6","9,199",15.6,"5,948",10.1,"5,282","4.5 3,145 5.3 2,137",4.5,"3,145",5.3,"2,137",3.6,"117,836 59,138 58,695","117,836","59,138","58,695","49,603",42.1,"25,448 43.0","25,448",43.0,"24,153",41.2
754,NYAHURURU,"44,073",48,0.3,10.5,9.5,0.1,0.7,24.3 3.6 1.2,24.3,3.6,1.2,1.4,0.6,0,-,0,"44,073",0.7,2.3,16.4,1.8,2.6,21.8,3.6 5.5 13.0,3.6,5.5,13.0,17.6,0.5,5.6,2.3,6.3,0,"142,698 69,899 72,796","142,698","69,899","72,796","34,593",24.2,"18,691 26.7","18,691",26.7,"15,901",21.8,"14,762","10.3 8,157 11.7 6,605",10.3,"8,157",11.7,"6,605",9.1,"142,698 69,899 72,796","142,698","69,899","72,796","77,308",54.2,"37,379 53.5","37,379",53.5,"39,928",54.8
755,NAKURU,"598,237",64.4,0.2,5.8,4.4,0.1,0.4,14.5 6.5 1.2,14.5,6.5,1.2,1.8,0.7,0,0,0,"598,237",0.3,1.3,12,1.4,1.6,6.7,1.0 10.4 9.4,1.0,10.4,9.4,18.1,3.6,13.4,12.3,8.6,0,"1,981,598 982,910 998,603","1,981,598","982,910","998,603","531,767",26.8,"293,579 29.9","293,579",29.9,"238,166",23.8,"230,624","11.6 130,385 13.3 100,225",11.6,"130,385",13.3,"100,225",10.0,"1,981,598 982,910 998,603","1,981,598","982,910","998,603","1,044,389",52.7,"519,165 52.8","519,165",52.8,"525,173",52.6
756,GILGIL,"49,405",53.6,0.2,8.5,6.6,0.1,0.3,22.4 3.7 1.4,22.4,3.7,1.4,1.9,1.2,0,0,0,"49,405",0.7,1.7,8.7,1.9,0.6,0.6,0.4 7.6 12.0,0.4,7.6,12.0,21.4,2.5,22.1,9.3,10.7,0,"169,516 84,928 84,581","169,516","84,928","84,581","47,755",28.2,"26,922 31.7","26,922",31.7,"20,831",24.6,"21,416","12.6 12,457 14.7 8,958",12.6,"12,457",14.7,"8,958",10.6,"169,516 84,928 84,581","169,516","84,928","84,581","93,348",55.1,"46,805 55.1","46,805",55.1,"46,538",55.0
757,KURESOI NORTH,"40,168",20.1,0.2,8.5,8.3,0.1,0.9,34.8 22.0 2.3,34.8,22.0,2.3,1.5,1.4,0,-,0,"40,168",1,2.9,31.9,4.2,5.2,29.1,3.2 14.2 0.8,3.2,14.2,0.8,0.8,0.2,3.7,1.7,1.1,0,"161,409 80,563 80,843","161,409","80,563","80,843","19,962",12.4,"12,833 15.9","12,833",15.9,"7,129",8.8,"6,421","4.0 3,998 5.0 2,423",4.0,"3,998",5.0,"2,423",3.0,"161,409 80,563 80,843","161,409","80,563","80,843","62,506",38.7,"31,985 39.7","31,985",39.7,"30,520",37.8
758,KURESOI SOUTH,"34,543",17.8,0.1,3.3,3.2,0.1,2.1,30.0 36.9 4.2,30.0,36.9,4.2,1,1.3,0.1,0,0,"34,543",0.7,0.3,37.6,3.3,8.6,19.7,4.6 16.6 0.3,4.6,16.6,0.3,0.7,0.3,5.7,0.7,0.7,0,"142,631 71,731 70,897","142,631","71,731","70,897","20,442",14.3,"12,997 18.1","12,997",18.1,"7,445",10.5,"6,734","4.7 4,100 5.7 2,634",4.7,"4,100",5.7,"2,634",3.7,"142,631 71,731 70,897","142,631","71,731","70,897","55,559",39.0,"29,092 40.6","29,092",40.6,"26,466",37.3
759,MOLO,"41,439",55.4,0.3,7.6,6.4,0,0.4,17.5 7.7 1.8,17.5,7.7,1.8,2.3,0.6,-,-,0,"41,439",0.4,0.9,21.8,2.2,1.5,16.4,1.7 6.9 5.3,1.7,6.9,5.3,14.8,0.6,9.3,9.9,8.4,0,"144,889 72,141 72,743","144,889","72,141","72,743","28,049",19.4,"16,264 22.5","16,264",22.5,"11,785",16.2,"10,608","7.3 6,199 8.6 4,409",7.3,"6,199",8.6,"4,409",6.1,"144,889 72,141 72,743","144,889","72,141","72,743","69,282",47.8,"34,264 47.5","34,264",47.5,"35,015",48.1
760,NAIVASHA,"111,493",77.1,0.2,4.7,3.5,0.1,0.2,9.9 1.2 0.6,9.9,1.2,0.6,1.9,0.5,0,0,0,"111,493",0.1,1.6,1.3,0.9,0.5,1.7,0.2 14.6 4.6,0.2,14.6,4.6,12.9,8.6,14.2,29.5,9.2,0,"322,714 161,071 161,617","322,714","161,071","161,617","102,716",31.8,"57,251 35.5","57,251",35.5,"45,456",28.1,"40,468","12.5 23,447 14.6 17,014",12.5,"23,447",14.6,"17,014",10.5,"322,714 161,071 161,617","322,714","161,071","161,617","191,464",59.3,"96,400 59.8","96,400",59.8,"95,046",58.8
761,NAKURU EAST,"60,066",95.4,0.2,1.2,0.7,0,0,0.6 0.2 0.1,0.6,0.2,0.1,1.5,0,0,-,0,"60,066",0,0,0,0.1,0,0.1,0.0 5.4 29.1,0.0,5.4,29.1,30.6,9.7,6,8.7,10.3,0,"176,055 83,491 92,556","176,055","83,491","92,556","85,041",48.3,"41,796 50.1","41,796",50.1,"43,242",46.7,"46,156","26.2 24,437 29.3 21,718",26.2,"24,437",29.3,"21,718",23.5,"176,055 83,491 92,556","176,055","83,491","92,556","113,710",64.6,"52,983 63.5","52,983",63.5,"60,720",65.6
762,NAKURU NORTH,"61,582",80.1,0.3,6.2,3.4,0.1,0.1,6.4 0.9 0.4,6.4,0.9,0.4,1.9,0.3,0,0,0,"61,582",0.1,0.6,4,0.3,0.2,2.2,0.2 8.4 17.0,0.2,8.4,17.0,21.4,2,25.9,9.9,7.7,0,"201,190 97,573 103,602","201,190","97,573","103,602","61,609",30.6,"31,974 32.8","31,974",32.8,"29,631",28.6,"26,611","13.2 14,771 15.1 11,835",13.2,"14,771",15.1,"11,835",11.4,"201,190 97,573 103,602","201,190","97,573","103,602","113,833",56.6,"53,994 55.3","53,994",55.3,"59,832",57.8
763,NAKURU WEST,"64,429",92.1,0.2,2.1,1.6,0,0,1.5 0.6 0.2,1.5,0.6,0.2,1.6,0,0,0,0,"64,429",0,0.3,0.3,0.9,0,1,0.0 5.3 14.5,0.0,5.3,14.5,48.9,2.9,1.9,7.9,16,0,"179,490 91,321 88,159","179,490","91,321","88,159","65,871",36.7,"36,670 40.2","36,670",40.2,"29,198",33.1,"28,001","15.6 15,999 17.5 12,002",15.6,"15,999",17.5,"12,002",13.6,"179,490 91,321 88,159","179,490","91,321","88,159","109,704",61.1,"57,235 62.7","57,235",62.7,"52,463",59.5
764,NJORO,"61,156",51.4,0.2,7.9,5.7,0.1,0.6,19.1 10.4 1.4,19.1,10.4,1.4,2,1.3,0,-,0,"61,156",0.7,1.4,18.9,2,3.2,9.4,2.1 13.1 3.7,2.1,13.1,3.7,6.5,0.5,19,10.4,9,0,"220,036 109,028 111,005","220,036","109,028","111,005","38,685",17.6,"22,505 20.6","22,505",20.6,"16,180",14.6,"15,435","7.0 9,109 8.4 6,326",7.0,"9,109",8.4,"6,326",5.7,"220,036 109,028 111,005","220,036","109,028","111,005","100,517",45.7,"49,721 45.6","49,721",45.6,"50,794",45.8
765,RONGAI,"52,248",56.6,0.3,7.8,5.9,0.1,0.4,19.5 5.4 1.6,19.5,5.4,1.6,2,0.4,0,0,0,"52,248",0.1,3.2,18.4,0.5,0.4,1.4,0.3 11.6 4.4,0.3,11.6,4.4,14.1,1.6,23,14.3,6.6,0,"184,553 92,132 92,417","184,553","92,132","92,417","48,767",26.4,"26,991 29.3","26,991",29.3,"21,775",23.6,"24,138","13.1 13,186 14.3 10,952",13.1,"13,186",14.3,"10,952",11.9,"184,553 92,132 92,417","184,553","92,132","92,417","95,905",52.0,"48,049 52.2","48,049",52.2,"47,855",51.8
766,SUBUKIA,"21,708",40.4,0.3,12.1,10.5,0.1,0.4,28.6 3.5 1.9,28.6,3.5,1.9,1.2,1.2,0,0,0,"21,708",0.2,0.6,32.7,2.7,2.2,17.5,1.6 10.6 4.5,1.6,10.6,4.5,9.3,0.5,7.7,4.1,5.7,0,"79,115 38,931 40,183","79,115","38,931","40,183","12,870",16.3,"7,376 18.9","7,376",18.9,"5,494",13.7,"4,636","5.9 2,682 6.9 1,954",5.9,"2,682",6.9,"1,954",4.9,"79,115 38,931 40,183","79,115","38,931","40,183","38,561",48.7,"18,637 47.9","18,637",47.9,"19,924",49.6
767,NAROK,"238,115",19.7,0.2,4.1,5.6,0.2,5.5,37.7 20.1 4.5,37.7,20.1,4.5,1.4,0.9,0.1,0,0,"238,115",5.6,7.2,41.3,5.6,6.4,4.3,2.9 4.5 1.5,2.9,4.5,1.5,3.1,1.7,5.6,6.3,3.8,0,"1,044,966 520,523 524,419","1,044,966","520,523","524,419","125,491",12.0,"78,467 15.1","78,467",15.1,"47,018",9.0,"42,546","4.1 25,812 5.0 16,733",4.1,"25,812",5.0,"16,733",3.2,"1,044,966 520,523 524,419","1,044,966","520,523","524,419","358,031",34.3,"188,267 36.2","188,267",36.2,"169,753",32.4
768,NAROK EAST,"24,860",23.8,0.4,6.5,9.4,0.4,3,39.8 10.1 4.1,39.8,10.1,4.1,2.2,0.3,0,0,0,"24,860",11.5,17.7,30.4,1.5,1.1,1.5,2.9 7.2 0.6,2.9,7.2,0.6,0.7,2.1,8.3,11.3,3.1,0,"104,856 53,336 51,513","104,856","53,336","51,513","11,601",11.1,"7,438 13.9","7,438",13.9,"4,163",8.1,"3,126","3.0 1,962 3.7 1,164",3.0,"1,962",3.7,"1,164",2.3,"104,856 53,336 51,513","104,856","53,336","51,513","36,567",34.9,"19,864 37.2","19,864",37.2,"16,701",32.4
769,NAROK NORTH,"59,802",42.8,0.2,2.9,3.3,0.2,3.4,32.6 8.6 3.8,32.6,8.6,3.8,1.9,0.2,0.1,0,0,"59,802",0.6,1.6,35.4,1.6,1.6,8.2,1.5 6.9 4.1,1.5,6.9,4.1,9.3,4.2,4.1,16.7,4.2,0,"227,649 115,452 112,188","227,649","115,452","112,188","44,706",19.6,"26,104 22.6","26,104",22.6,"18,598",16.6,"16,234","7.1 9,364 8.1 6,870",7.1,"9,364",8.1,"6,870",6.1,"227,649 115,452 112,188","227,649","115,452","112,188","96,519",42.4,"51,329 44.5","51,329",44.5,"45,185",40.3
770,NAROK SOUTH,"46,549",8.8,0.1,1.5,1.6,0.2,10.2,35.2 32.6 7.3,35.2,32.6,7.3,0.9,1.5,0,0,0,"46,549",4.6,4.5,56.1,3.9,6.7,3.3,3.3 3.7 0.8,3.3,3.7,0.8,1.6,0.9,4.4,2,4,0,"215,493 106,882 108,609","215,493","106,882","108,609","19,111",8.9,"12,482 11.7","12,482",11.7,"6,628",6.1,"5,659","2.6 3,599 3.4 2,059",2.6,"3,599",3.4,"2,059",1.9,"215,493 106,882 108,609","215,493","106,882","108,609","64,675",30.0,"33,929 31.7","33,929",31.7,"30,745",28.3
771,NAROK WEST,"37,782",6.2,0.3,1.2,1.7,0.2,10.5,43.6 28.3 4.7,43.6,28.3,4.7,1,1.9,0.3,0,0,"37,782",4.2,7,35.1,14.2,14.1,5,4.6 4.6 0.5,4.6,4.6,0.5,1.1,0.6,5,1.3,2.8,0,"171,981 84,283 87,696","171,981","84,283","87,696","16,281",9.5,"10,563 12.5","10,563",12.5,"5,717",6.5,"5,170","3.0 3,265 3.9 1,905",3.0,"3,265",3.9,"1,905",2.2,"171,981 84,283 87,696","171,981","84,283","87,696","52,837",30.7,"26,532 31.5","26,532",31.5,"26,304",30.0
772,TRANS MARA EAST,"20,439",9.2,0.1,3.7,6.9,0.1,1.9,31.5 40.9 4.2,31.5,40.9,4.2,0.6,0.9,0,0,0,"20,439",26.9,28.2,11,4.3,2,1.5,3.2 1.9 0.2,3.2,1.9,0.2,0.3,0.1,12.5,0.2,7.7,0,"102,459 50,134 52,324","102,459","50,134","52,324","8,237",8.0,"5,363 10.7","5,363",10.7,"2,874",5.5,"3,415","3.3 2,130 4.2 1,285",3.3,"2,130",4.2,"1,285",2.5,"102,459 50,134 52,324","102,459","50,134","52,324","28,492",27.8,"14,891 29.7","14,891",29.7,"13,601",26.0
773,TRANS MARA WEST,"48,683",14.6,0.2,9.2,12.6,0.2,2.4,43.3 12.5 2.7,43.3,12.5,2.7,1.6,0.7,0,0,0,"48,683",2,2.9,57.2,8.3,10.8,2.3,2.8 2.2 0.6,2.8,2.2,0.6,1.1,0.9,4.9,1.4,2.6,0,"222,496 110,408 112,085","222,496","110,408","112,085","25,525",11.5,"16,491 14.9","16,491",14.9,"9,034",8.1,"8,936","4.0 5,487 5.0 3,449",4.0,"5,487",5.0,"3,449",3.1,"222,496 110,408 112,085","222,496","110,408","112,085","78,909",35.5,"41,694 37.8","41,694",37.8,"37,213",33.2
774,MAU FOREST,-,-,-,-,-,-,-,- - -,-,-,-,-,-,-,-,-,-,-,#DIV/0!,-,-,-,-,- - -,-,-,-,-,-,-,-,-,-,32 28 4,32,28,4,30,93.8,26 92.9,26,92.9,4,100.0,6,18.8 5 17.9 1,18.8,5,17.9,1,25.0,32 28 4,32,28,4,32,100.0,28 100.0,28,100.0,4,100.0
775,KAJIADO,"313,218",67.4,0.3,3.9,5,0.1,1,15.5 3.6 1.4,15.5,3.6,1.4,1.7,0.1,0,0,0,"313,218",0.5,2.9,5.2,2,0.8,2,0.8 22.3 7.9,0.8,22.3,7.9,10.1,11.9,1.6,23.3,8.6,0,"1,016,058 504,023 512,004","1,016,058","504,023","512,004","336,468",33.1,"179,615 35.6","179,615",35.6,"156,840",30.6,"164,967","16.2 89,944 17.8 75,014",16.2,"89,944",17.8,"75,014",14.7,"1,016,058 504,023 512,004","1,016,058","504,023","512,004","554,416",54.6,"280,391 55.6","280,391",55.6,"274,007",53.5
776,ISINYA,"71,395",85.5,0.3,2.3,3.1,0.1,0,5.9 0.7 0.3,5.9,0.7,0.3,1.6,0.1,0,0,0.1,"71,395",0.2,0.8,0.4,1.7,0.1,0.7,0.2 22.0 5.8,0.2,22.0,5.8,5.4,11.8,1.5,45,4.4,0.1,"191,272 95,366 95,900","191,272","95,366","95,900","89,948",47.0,"46,985 49.3","46,985",49.3,"42,958",44.8,"40,373","21.1 21,682 22.7 18,688",21.1,"21,682",22.7,"18,688",19.5,"191,272 95,366 95,900","191,272","95,366","95,900","129,437",67.7,"65,588 68.8","65,588",68.8,"63,843",66.6
777,KAJIADO CENTRAL,"37,059",41.6,0.3,5.1,8.6,0.2,1.4,32.4 7.0 1.0,32.4,7.0,1.0,2.2,0.1,0,0,0,"37,059",1.1,3.5,5.2,2.5,1.1,1.9,2.4 45.6 1.8,2.4,45.6,1.8,3.6,4.2,1.7,20.6,4.5,0,"145,212 72,629 72,580","145,212","72,629","72,580","27,228",18.8,"15,778 21.7","15,778",21.7,"11,450",15.8,"10,431","7.2 6,161 8.5 4,270",7.2,"6,161",8.5,"4,270",5.9,"145,212 72,629 72,580","145,212","72,629","72,580","61,449",42.3,"31,943 44.0","31,943",44.0,"29,506",40.7
778,KAJIADO NORTH,"100,908",94.9,0.1,1.2,1,0.1,0,0.7 0.2 0.2,0.7,0.2,0.2,1.5,0,0,-,0,"100,908",0,0.2,0.2,0.8,0.1,0.7,0.0 13.9 12.4,0.0,13.9,12.4,15.4,25,1.7,19.1,10.4,0,"282,534 138,169 144,354","282,534","138,169","144,354","148,583",52.6,"75,963 55.0","75,963",55.0,"72,613",50.3,"87,772","31.1 46,769 33.8 40,998",31.1,"46,769",33.8,"40,998",28.4,"282,534 138,169 144,354","282,534","138,169","144,354","194,776",68.9,"95,675 69.2","95,675",69.2,"99,092",68.6
779,KAJIADO WEST,"42,367",40,0.3,2.6,3.7,0.1,3.6,35.2 10.9 2.1,35.2,10.9,2.1,1.3,0.1,0,0,0,"42,367",2,14.4,8.9,1.7,2.1,2.8,1.2 21.6 8.0,1.2,21.6,8.0,9.7,3.6,2.5,13.5,8,0,"165,055 82,432 82,618","165,055","82,432","82,618","34,050",20.6,"19,137 23.2","19,137",23.2,"14,912",18.0,"14,691","8.9 8,353 10.1 6,337",8.9,"8,353",10.1,"6,337",7.7,"165,055 82,432 82,618","165,055","82,432","82,618","71,451",43.3,"37,198 45.1","37,198",45.1,"34,252",41.5
780,LOITOKITOK,"45,581",36,0.7,11.8,13.7,0.2,2.1,22.7 5.9 4.6,22.7,5.9,4.6,2.1,0.1,0,0,0,"45,581",0.1,1.2,20.1,4.9,1.8,6,1.9 21.4 6.1,1.9,21.4,6.1,9.4,0.8,0.5,12.2,13.8,0,"173,159 85,227 87,927","173,159","85,227","87,927","24,417",14.1,"14,489 17.0","14,489",17.0,"9,928",11.3,"7,934","4.6 4,766 5.6 3,168",4.6,"4,766",5.6,"3,168",3.6,"173,159 85,227 87,927","173,159","85,227","87,927","67,674",39.1,"34,380 40.3","34,380",40.3,"33,292",37.9
781,MASHUURU,"15,908",35.3,0.5,5.8,8,0.2,0.3,39.2 4.8 3.1,39.2,4.8,3.1,2.5,0.2,0,-,0,"15,908",0.5,3.1,5.2,3.1,0.9,3.2,1.3 27.6 8.6,1.3,27.6,8.6,16,1.2,1.1,16,12.3,0,"58,826 30,200 28,625","58,826","30,200","28,625","12,242",20.8,"7,263 24.0","7,263",24.0,"4,979",17.4,"3,766","6.4 2,213 7.3 1,553",6.4,"2,213",7.3,"1,553",5.4,"58,826 30,200 28,625","58,826","30,200","28,625","29,629",50.4,"15,607 51.7","15,607",51.7,"14,022",49.0
782,KERICHO,"205,932",44.9,0.2,5.9,6.3,0.1,0.3,20.9 17.8 1.5,20.9,17.8,1.5,1.4,0.5,0,0,0,"205,932",0.8,0.9,42.3,7.4,5,6.2,2.0 4.0 9.1,2.0,4.0,9.1,10.1,0.2,3.9,2.1,5.8,0,"834,061 415,734 418,300","834,061","415,734","418,300","158,104",19.0,"95,506 23.0","95,506",23.0,"62,594",15.0,"69,075","8.3 40,364 9.7 28,710",8.3,"40,364",9.7,"28,710",6.9,"834,061 415,734 418,300","834,061","415,734","418,300","362,367",43.4,"187,336 45.1","187,336",45.1,"175,019",41.8
783,BELGUT,"34,978",61.1,0.2,5.9,4.8,0,0.1,12.4 13.2 0.9,12.4,13.2,0.9,1.1,0.2,-,0,0,"34,978",0.1,0.5,43.2,12.7,7.4,4.8,0.7 2.3 14.7,0.7,2.3,14.7,5.4,0.1,3.3,1.7,3,0,"135,941 67,923 68,018","135,941","67,923","68,018","28,758",21.2,"17,196 25.3","17,196",25.3,"11,562",17.0,"12,694","9.3 7,309 10.8 5,385",9.3,"7,309",10.8,"5,385",7.9,"135,941 67,923 68,018","135,941","67,923","68,018","63,341",46.6,"32,471 47.8","32,471",47.8,"30,870",45.4
784,BURETI,"43,098",48.7,0.3,6.5,5.5,0.1,0.2,16.5 19.4 1.5,16.5,19.4,1.5,0.9,0.4,0,0,0,"43,098",0.7,0.6,50.5,7.4,6.4,4.5,1.2 4.2 5.6,1.2,4.2,5.6,9.1,0.3,5.2,0.4,3.9,0,"185,127 91,535 93,587","185,127","91,535","93,587","34,550",18.7,"20,757 22.7","20,757",22.7,"13,792",14.7,"14,889","8.0 8,711 9.5 6,178",8.0,"8,711",9.5,"6,178",6.6,"185,127 91,535 93,587","185,127","91,535","93,587","80,362",43.4,"40,855 44.6","40,855",44.6,"39,505",42.2
785,KERICHO EAST,"44,246",59.5,0.2,4.4,5,0,0.1,14.5 12.2 1.2,14.5,12.2,1.2,2.5,0.4,-,0,0.1,"44,246",0.4,0.3,26.7,5.7,1.9,3.1,0.5 1.8 16.8,0.5,1.8,16.8,23.6,0.3,2.4,4.8,11.6,0.1,"156,786 79,013 77,766","156,786","79,013","77,766","42,000",26.8,"24,553 31.1","24,553",31.1,"17,446",22.4,"20,465","13.1 11,819 15.0 8,646",13.1,"11,819",15.0,"8,646",11.1,"156,786 79,013 77,766","156,786","79,013","77,766","77,548",49.5,"40,799 51.6","40,799",51.6,"36,745",47.3
786,KIPKELION,"24,676",18.7,0.2,7.1,8.6,0.1,0.6,33.1 28.0 1.6,33.1,28.0,1.6,0.9,1.1,0,-,0,"24,676",1.9,1.1,54.1,6.3,5.4,3.4,4.5 2.4 5.5,4.5,2.4,5.5,7.7,0.1,2.2,0.3,5,0,"112,279 55,954 56,321","112,279","55,954","56,321","14,684",13.1,"9,578 17.1","9,578",17.1,"5,106",9.1,"5,817","5.2 3,591 6.4 2,226",5.2,"3,591",6.4,"2,226",4.0,"112,279 55,954 56,321","112,279","55,954","56,321","41,504",37.0,"22,063 39.4","22,063",39.4,"19,440",34.5
787,LONDIANI,"31,739",33.5,0.3,6.1,5.6,0.1,0.3,28.3 21.0 2.4,28.3,21.0,2.4,1.5,0.9,0,0,0,"31,739",0.9,2.7,23.4,5.6,3.5,19.6,5.8 11.7 6.5,5.8,11.7,6.5,5.6,0.3,6.2,2.9,5.1,0,"126,773 62,955 63,808","126,773","62,955","63,808","21,376",16.9,"13,179 20.9","13,179",20.9,"8,196",12.8,"7,717","6.1 4,564 7.2 3,153",6.1,"4,564",7.2,"3,153",4.9,"126,773 62,955 63,808","126,773","62,955","63,808","54,905",43.3,"27,819 44.2","27,819",44.2,"27,082",42.4
788,SOIN SIGOWET,"27,195",31.6,0.3,6.2,10.7,0.3,0.9,29.9 17.6 1.4,29.9,17.6,1.4,0.8,0.3,0,-,0,"27,195",1.2,0.4,65,6.2,6.3,2.6,0.7 2.2 1.4,0.7,2.2,1.4,3.5,0.4,3.4,1.9,4.6,0,"117,155 58,354 58,800","117,155","58,354","58,800","16,736",14.3,"10,243 17.6","10,243",17.6,"6,492",11.0,"7,493","6.4 4,370 7.5 3,122",6.4,"4,370",7.5,"3,122",5.3,"117,155 58,354 58,800","117,155","58,354","58,800","44,707",38.2,"23,329 40.0","23,329",40.0,"21,377",36.4
789,BOMET,"187,230",22.1,0.2,4.9,3.2,0.1,0.8,33.5 30.1 2.7,33.5,30.1,2.7,0.8,1.5,0,0,0,"187,230",7.7,4.2,40.1,5.8,5.4,2.4,1.8 2.0 5.0,1.8,2.0,5.0,5.7,0.3,13.8,1.5,4.3,0,"810,122 400,694 409,407","810,122","400,694","409,407","134,885",16.6,"83,163 20.8","83,163",20.8,"51,721",12.6,"53,643","6.6 31,930 8.0 21,712",6.6,"31,930",8.0,"21,712",5.3,"810,122 400,694 409,407","810,122","400,694","409,407","331,415",40.9,"166,746 41.6","166,746",41.6,"164,663",40.2
790,BOMET EAST,"29,897",13.6,0.4,4.9,2.5,0.1,2.5,30.5 37.1 4.1,30.5,37.1,4.1,0.5,3.8,0,-,0,"29,897",2.5,4.3,51.2,9.2,6.8,3.2,2.0 3.8 1.4,2.0,3.8,1.4,1.3,0.4,9.3,1.1,3.5,0,"132,732 65,185 67,541","132,732","65,185","67,541","17,556",13.2,"10,829 16.6","10,829",16.6,"6,727",10.0,"6,100","4.6 3,741 5.7 2,359",4.6,"3,741",5.7,"2,359",3.5,"132,732 65,185 67,541","132,732","65,185","67,541","50,286",37.9,"24,535 37.6","24,535",37.6,"25,750",38.1
791,CHEPALUNGU,"33,850",6.6,0.1,3.6,2.4,0,0.9,43.9 37.8 2.7,43.9,37.8,2.7,0.2,1.8,0,-,0,"33,850",25.2,8.3,22.5,3.2,3.9,1,3.3 0.2 2.3,3.3,0.2,2.3,6.5,0.1,15.1,0.7,7.6,0,"152,423 73,652 78,767","152,423","73,652","78,767","19,724",12.9,"12,480 16.9","12,480",16.9,"7,244",9.2,"9,179","6.0 5,540 7.5 3,639",6.0,"5,540",7.5,"3,639",4.6,"152,423 73,652 78,767","152,423","73,652","78,767","57,580",37.8,"27,485 37.3","27,485",37.3,"30,094",38.2
792,KONOIN,"38,123",32.6,0.2,4.3,4.3,0.1,0.4,29.7 24.1 2.9,29.7,24.1,2.9,1.1,0.3,0,-,0,"38,123",0.3,0.3,48.4,5.1,3.9,2.3,0.5 1.7 16.8,0.5,1.7,16.8,9.2,0.1,5.3,0.5,5.7,0,"152,161 77,411 74,747","152,161","77,411","74,747","29,201",19.2,"18,570 24.0","18,570",24.0,"10,631",14.2,"10,151","6.7 6,146 7.9 4,005",6.7,"6,146",7.9,"4,005",5.4,"152,161 77,411 74,747","152,161","77,411","74,747","66,620",43.8,"35,439 45.8","35,439",45.8,"31,180",41.7
793,SOTIK,"47,265",24,0.2,4.8,3.5,0,0.4,36.1 27.8 1.6,36.1,27.8,1.6,0.9,0.6,0,0,0,"47,265",8.9,6.3,31.1,5.6,6.7,2.3,2.7 2.1 1.2,2.7,2.1,1.2,4.2,0.3,24.8,1.6,2.2,0,"211,301 103,882 107,415","211,301","103,882","107,415","35,958",17.0,"21,781 21.0","21,781",21.0,"14,177",13.2,"15,078","7.1 8,936 8.6 6,142",7.1,"8,936",8.6,"6,142",5.7,"211,301 103,882 107,415","211,301","103,882","107,415","87,112",41.2,"43,427 41.8","43,427",41.8,"43,684",40.7
